Index	Most often style	Aglomerative Clustering	K-means
9423	74	2	0
9424	50	0	1
9425	61	0	1
9426	64	0	1
9427	47	4	4
9428	58	0	1
9429	49	0	1
9430	56	0	1
9431	40	0	1
9432	76	2	0
9433	57	1	2
9434	18	0	1
9435	69	0	1
9436	81	1	2
9437	47	5	5
9438	56	6	1
9439	37	0	1
9440	56	0	1
9441	49	0	1
9442	57	0	1
9443	53	0	1
9444	53	0	1
9445	49	0	1
9446	47	5	5
9447	51	0	1
9448	81	1	2
9449	49	0	1
9450	72	0	1
9451	67	0	1
9452	51	0	6
9453	51	2	0
9454	45	0	1
9455	47	4	4
9456	51	0	6
9457	49	0	1
9458	47	5	5
9459	51	0	6
9460	56	0	1
9461	18	0	1
9462	56	0	1
9463	56	0	1
9464	81	1	2
9465	56	1	2
9466	53	3	3
9467	63	0	1
9468	51	0	6
9469	57	0	1
9470	51	0	1
9471	52	0	1
9472	42	0	1
9473	50	0	1
9474	30	0	1
9475	53	0	1
9476	49	0	1
9477	81	0	1
9478	54	0	1
9479	49	0	1
9480	57	0	1
9481	57	0	1
9482	73	0	1
9483	31	0	1
9484	39	0	1
9485	42	0	1
9486	49	0	1
9487	47	0	1
9488	51	0	6
9489	56	0	1
9490	81	1	2
9491	51	0	6
9492	33	0	1
9493	51	1	2
9494	50	0	1
9495	53	0	1
9496	81	1	2
9497	56	6	1
9498	68	0	1
9499	53	0	1
9500	46	0	1
9501	64	0	1
9502	47	4	4
9503	75	0	2
9504	61	0	1
9505	62	0	1
9506	56	0	1
9507	50	0	1
9508	32	0	1
9509	54	0	1
9510	47	0	1
9511	48	0	1
9512	49	0	1
9513	5	1	2
9514	50	0	1
9515	50	0	1
9516	42	0	1
9517	58	2	0
9518	43	0	1
9519	37	0	1
9520	81	1	2
9521	50	0	1
9522	47	4	4
9523	29	0	1
9524	56	0	1
9525	53	0	1
9526	56	6	1
9527	51	0	1
9528	51	0	6
9529	74	0	1
9530	32	0	1
9531	53	3	3
9532	60	0	1
9533	47	0	1
9534	53	3	3
9535	78	2	0
9536	80	2	0
9537	51	0	6
9538	51	0	1
9539	47	0	1
9540	81	1	2
9541	50	0	1
9542	51	0	6
9543	58	0	1
9544	71	0	1
9545	72	0	1
9546	44	0	1
9547	81	1	2
9548	41	0	1
9549	39	0	1
9550	81	0	1
9551	56	6	1
9552	56	2	0
9553	38	0	1
9554	56	6	1
9555	62	0	1
9556	48	0	1
9557	47	0	1
9558	47	4	4
9559	52	0	1
9560	81	0	1
9561	53	3	3
9562	64	0	1
9563	53	3	3
9564	81	0	1
9565	57	0	1
9566	47	5	5
9567	51	0	6
9568	39	0	1
9569	60	0	1
9570	55	0	1
9571	49	0	1
9572	30	0	1
9573	56	0	1
9574	57	0	1
9575	50	0	1
9576	54	0	1
9577	81	1	2
9578	72	0	1
9579	47	4	4
9580	81	1	2
9581	50	0	1
9582	81	0	1
9583	81	0	1
9584	33	0	1
9585	81	0	1
9586	50	0	1
9587	57	0	1
9588	56	0	1
9589	76	1	2
9590	56	6	1
9591	53	0	1
9592	56	0	1
9593	54	0	1
9594	67	0	1
9595	47	5	5
9596	53	3	3
9597	81	1	2
9598	56	2	0
9599	81	1	2
9600	46	0	1
9601	50	0	1
9602	74	1	2
9603	47	5	5
9604	67	2	0
9605	56	0	1
9606	50	0	1
9607	71	0	1
9608	50	0	1
9609	42	0	1
9610	25	0	1
9611	49	0	1
9612	81	1	2
9613	38	0	1
9614	87	0	1
9615	42	0	1
9616	80	0	1
9617	72	0	1
9618	49	0	1
9619	53	3	3
9620	56	2	0
9621	42	0	1
9622	22	0	1
9623	57	0	1
9624	51	0	6
9625	57	0	1
9626	51	0	1
9627	81	0	1
9628	32	0	1
9629	57	0	1
9630	50	0	1
9631	55	0	1
9632	47	5	5
9633	52	0	1
9634	56	0	1
9635	72	0	1
9636	64	0	1
9637	81	1	2
9638	57	0	1
9639	79	0	1
9640	68	0	1
9641	32	0	1
9642	81	1	2
9643	49	0	1
9644	77	0	1
9645	71	0	1
9646	56	0	1
9647	50	0	1
9648	52	0	1
9649	27	0	1
9650	81	1	2
9651	56	0	1
9652	16	0	1
9653	48	0	1
9654	76	0	1
9655	53	0	1
9656	51	0	1
9657	57	0	1
9658	56	6	1
9659	55	0	1
9660	23	0	1
9661	56	0	1
9662	47	5	5
9663	32	0	1
9664	45	0	1
9665	16	0	1
9666	52	0	1
9667	81	0	1
9668	46	0	1
9669	47	5	5
9670	49	0	1
9671	58	0	1
9672	47	5	5
9673	30	0	1
9674	42	0	1
9675	54	0	1
9676	65	0	1
9677	49	0	1
9678	73	1	2
9679	81	1	2
9680	61	1	2
9681	52	0	1
9682	73	0	1
9683	56	2	0
9684	58	0	1
9685	47	5	5
9686	59	0	1
9687	33	0	1
9688	53	3	3
9689	68	0	1
9690	47	5	5
9691	72	0	1
9692	81	0	1
9693	61	0	1
9694	81	0	1
9695	49	0	1
9696	57	0	1
9697	47	5	5
9698	35	0	1
9699	72	0	1
9700	43	0	1
9701	52	0	1
9702	46	0	1
9703	81	0	1
9704	48	0	1
9705	50	0	1
9706	28	0	1
9707	38	0	1
9708	49	0	1
9709	87	0	1
9710	47	0	1
9711	53	0	1
9712	47	5	5
9713	40	0	1
9714	76	2	0
9715	50	0	1
9716	56	1	2
9717	58	0	1
9718	56	6	1
9719	47	5	5
9720	53	0	1
9721	56	0	1
9722	53	3	3
9723	25	0	1
9724	50	0	1
9725	72	0	1
9726	16	0	1
9727	47	0	1
9728	51	0	1
9729	49	0	1
9730	36	0	1
9731	79	0	2
9732	37	0	1
9733	47	5	5
9734	47	0	1
9735	81	0	1
9736	54	0	1
9737	39	0	1
9738	53	3	3
9739	50	0	1
9740	60	0	1
9741	53	0	1
9742	47	0	1
9743	53	0	1
9744	62	0	1
9745	57	0	1
9746	48	0	1
9747	62	0	1
9748	45	0	1
9749	67	2	0
9750	42	0	1
9751	64	0	1
9752	54	0	1
9753	76	1	2
9754	43	0	1
9755	46	0	1
9756	32	0	1
9757	57	0	1
9758	70	0	1
9759	20	0	1
9760	81	1	2
9761	54	0	1
9762	53	3	3
9763	59	2	0
9764	51	0	6
9765	55	2	0
9766	46	0	1
9767	47	4	4
9768	81	0	1
9769	62	0	1
9770	14	0	1
9771	56	0	1
9772	46	0	1
9773	41	0	1
9774	39	0	1
9775	51	0	6
9776	45	0	1
9777	76	1	2
9778	81	1	2
9779	53	3	3
9780	42	0	1
9781	58	0	1
9782	47	4	4
9783	38	1	2
9784	56	0	1
9785	47	0	1
9786	79	0	2
9787	79	1	2
9788	66	0	1
9789	60	0	1
9790	56	0	1
9791	78	2	0
9792	72	0	1
9793	53	0	1
9794	32	0	1
9795	50	0	1
9796	33	0	1
9797	72	0	1
9798	49	0	1
9799	39	0	1
9800	42	0	1
9801	53	0	1
9802	26	0	1
9803	47	0	1
9804	56	0	1
9805	47	5	5
9806	81	1	2
9807	53	0	1
9808	42	0	1
9809	49	0	1
9810	59	0	1
9811	60	0	1
9812	47	0	1
9813	45	0	1
9814	47	0	1
9815	49	0	1
9816	50	0	1
9817	44	0	1
9818	47	5	5
9819	49	0	1
9820	47	5	5
9821	56	6	1
9822	67	2	0
9823	49	0	1
9824	54	0	1
9825	81	2	0
9826	53	1	2
9827	81	0	1
9828	56	0	1
9829	45	0	1
9830	47	0	1
9831	81	0	1
9832	40	0	1
9833	70	0	1
9834	48	0	1
9835	53	0	1
9836	47	5	5
9837	53	0	1
9838	48	0	1
9839	76	1	2
9840	81	1	2
9841	52	0	1
9842	47	5	5
9843	66	1	2
9844	47	4	4
9845	58	0	1
9846	60	0	1
9847	45	0	1
9848	47	0	1
9849	51	0	6
9850	47	5	5
9851	48	0	1
9852	33	0	1
9853	44	0	1
9854	70	2	0
9855	43	1	2
9856	49	0	1
9857	47	5	5
9858	81	1	2
9859	47	0	1
9860	41	0	1
9861	47	0	1
9862	56	0	1
9863	32	0	1
9864	45	0	1
9865	51	0	6
9866	67	0	1
9867	52	0	1
9868	39	0	1
9869	48	0	1
9870	47	5	5
9871	59	0	1
9872	47	0	1
9873	51	0	6
9874	42	0	1
9875	20	0	1
9876	47	4	4
9877	51	0	1
9878	51	0	6
9879	50	0	1
9880	81	1	2
9881	73	0	1
9882	47	5	5
9883	57	0	1
9884	63	0	1
9885	51	0	1
9886	53	3	3
9887	56	0	1
9888	23	0	1
9889	32	0	1
9890	43	0	1
9891	56	0	1
9892	70	0	1
9893	56	0	1
9894	72	0	1
9895	47	4	4
9896	43	0	1
9897	50	0	1
9898	54	0	1
9899	50	0	1
9900	47	4	4
9901	70	2	0
9902	38	0	1
9903	47	5	5
9904	53	0	1
9905	57	0	1
9906	53	0	1
9907	50	0	1
9908	47	5	5
9909	60	0	1
9910	50	0	1
9911	51	0	1
9912	56	6	1
9913	64	0	1
9914	76	0	1
9915	81	1	2
9916	53	0	1
9917	50	0	1
9918	20	0	1
9919	42	0	1
9920	52	0	1
9921	45	0	1
9922	58	0	1
9923	76	2	0
9924	52	0	1
9925	47	0	1
9926	56	0	1
9927	81	1	2
9928	51	0	1
9929	47	4	4
9930	42	0	1
9931	53	0	1
9932	50	0	1
9933	64	0	1
9934	39	0	1
9935	47	5	5
9936	67	2	0
9937	72	0	1
9938	53	0	1
9939	81	1	2
9940	46	0	1
9941	81	1	2
9942	46	0	1
9943	47	0	1
9944	47	5	5
9945	70	0	1
9946	47	0	1
9947	53	0	1
9948	53	0	1
9949	47	0	1
9950	57	0	1
9951	81	0	1
9952	47	0	1
9953	45	0	1
9954	56	6	1
9955	81	0	1
9956	59	0	1
9957	57	0	1
9958	56	0	1
9959	66	0	1
9960	56	6	1
9961	32	0	1
9962	50	0	1
9963	57	0	1
9964	47	4	4
9965	67	0	1
9966	54	0	1
9967	81	1	2
9968	49	0	1
9969	54	0	1
9970	49	0	1
9971	57	1	2
9972	47	4	4
9973	50	0	1
9974	53	0	1
9975	53	0	1
9976	73	1	2
9977	47	5	5
9978	39	0	1
9979	51	0	6
9980	81	1	2
9981	49	0	1
9982	46	0	1
9983	47	5	5
9984	47	4	4
9985	49	0	1
9986	50	0	1
9987	20	0	1
9988	81	1	2
9989	54	0	1
9990	81	1	2
9991	49	0	1
9992	60	2	0
9993	50	0	1
9994	57	0	1
9995	43	0	1
9996	47	4	4
9997	43	0	1
9998	81	1	2
9999	62	2	0
10000	81	0	1
10001	48	0	1
10002	47	4	4
10003	62	0	1
10004	56	6	1
10005	49	0	1
10006	54	0	1
10007	56	0	1
10008	32	0	1
10009	42	0	1
10010	72	0	1
10011	47	0	1
10012	62	2	0
10013	50	0	1
10014	49	1	2
10015	56	0	1
10016	81	0	1
10017	47	5	5
10018	33	0	1
10019	56	6	1
10020	53	0	1
10021	51	0	1
10022	57	0	1
10023	81	0	1
10024	53	3	3
10025	20	0	1
10026	62	2	0
10027	52	0	1
10028	62	0	1
10029	72	0	1
10030	45	0	1
10031	58	0	1
10032	72	1	2
10033	47	5	5
10034	73	0	1
10035	53	3	3
10036	50	0	1
10037	56	0	1
10038	51	0	1
10039	81	1	2
10040	47	5	5
10041	81	0	1
10042	56	0	1
10043	51	0	1
10044	47	5	5
10045	51	0	6
10046	39	0	1
10047	47	5	5
10048	62	0	1
10049	53	3	3
10050	47	0	1
10051	81	0	1
10052	81	2	0
10053	47	4	4
10054	42	0	1
10055	50	0	1
10056	47	4	4
10057	56	0	1
10058	49	0	1
10059	47	4	4
10060	56	0	1
10061	81	1	2
10062	60	0	1
10063	56	0	1
10064	72	0	1
10065	51	0	1
10066	42	0	1
10067	72	0	1
10068	81	0	1
10069	51	0	1
10070	67	0	1
10071	81	1	2
10072	45	0	1
10073	42	0	1
10074	81	0	1
10075	55	0	1
10076	53	0	1
10077	48	0	1
10078	55	0	1
10079	47	0	1
10080	54	0	1
10081	50	0	1
10082	57	0	1
10083	66	1	2
10084	47	4	4
10085	57	0	1
10086	20	0	1
10087	39	0	1
10088	81	0	1
10089	73	0	1
10090	72	0	1
10091	56	0	1
10092	13	0	1
10093	81	1	2
10094	46	0	1
10095	51	0	1
10096	53	3	3
10097	67	0	1
10098	51	0	6
10099	76	0	1
10100	59	0	1
10101	53	0	1
10102	37	0	1
10103	57	0	1
10104	51	1	2
10105	43	1	2
10106	56	6	1
10107	61	1	2
10108	50	1	2
10109	72	1	2
10110	56	0	1
10111	47	4	4
10112	49	0	1
10113	81	1	2
10114	11	0	1
10115	38	0	1
10116	45	1	2
10117	32	0	1
10118	47	5	5
10119	47	4	4
10120	56	6	1
10121	72	0	1
10122	47	5	5
10123	72	0	1
10124	56	0	1
10125	53	3	3
10126	60	2	0
10127	56	0	1
10128	56	6	1
10129	81	0	1
10130	44	0	1
10131	49	0	1
10132	50	0	1
10133	59	0	1
10134	49	0	1
10135	56	0	1
10136	49	0	1
10137	47	5	5
10138	39	0	1
10139	49	0	1
10140	72	0	1
10141	39	0	1
10142	53	3	3
10143	23	0	1
10144	81	1	2
10145	81	0	1
10146	81	0	1
10147	47	5	5
10148	49	0	1
10149	63	0	1
10150	49	0	1
10151	53	3	3
10152	50	0	1
10153	53	0	1
10154	75	0	2
10155	56	0	1
10156	56	0	1
10157	56	6	1
10158	51	0	6
10159	79	0	2
10160	81	1	2
10161	49	0	1
10162	49	0	1
10163	81	2	0
10164	63	0	1
10165	19	0	1
10166	81	0	1
10167	39	0	1
10168	81	1	2
10169	49	0	1
10170	53	0	1
10171	61	0	1
10172	51	0	6
10173	47	5	5
10174	47	0	1
10175	73	0	1
10176	39	0	1
10177	47	5	5
10178	51	0	6
10179	32	1	2
10180	52	0	1
10181	40	0	1
10182	74	0	1
10183	63	0	1
10184	53	3	3
10185	32	0	1
10186	47	4	4
10187	72	0	1
10188	72	0	1
10189	61	1	2
10190	37	0	1
10191	16	0	1
10192	51	0	1
10193	30	0	1
10194	81	0	1
10195	51	0	6
10196	79	0	1
10197	49	0	1
10198	62	1	2
10199	54	0	1
10200	33	0	1
10201	51	0	1
10202	39	0	1
10203	47	4	4
10204	44	0	1
10205	80	0	1
10206	64	0	1
10207	53	0	1
10208	53	3	3
10209	53	0	1
10210	56	0	1
10211	38	0	1
10212	49	0	1
10213	44	0	1
10214	53	3	3
10215	55	0	1
10216	60	0	1
10217	30	0	1
10218	49	0	1
10219	68	0	1
10220	43	0	1
10221	49	1	2
10222	47	5	5
10223	52	0	1
10224	56	0	1
10225	59	0	1
10226	76	1	2
10227	49	0	1
10228	47	5	5
10229	35	0	1
10230	76	2	0
10231	81	2	0
10232	53	3	3
10233	45	0	1
10234	58	0	1
10235	49	0	1
10236	49	0	1
10237	30	0	1
10238	51	0	6
10239	61	0	1
10240	40	0	1
10241	58	0	1
10242	54	0	1
10243	51	0	1
10244	50	0	1
10245	53	3	3
10246	63	1	2
10247	56	0	1
10248	56	0	1
10249	53	0	1
10250	50	0	1
10251	39	0	1
10252	50	0	1
10253	56	0	1
10254	72	0	1
10255	81	0	1
10256	50	0	1
10257	49	0	1
10258	51	0	6
10259	51	0	1
10260	78	1	2
10261	47	5	5
10262	60	0	1
10263	72	0	1
10264	51	0	1
10265	39	0	1
10266	50	0	1
10267	81	0	1
10268	66	2	0
10269	53	0	1
10270	19	0	1
10271	67	0	1
10272	51	0	1
10273	48	0	1
10274	62	0	1
10275	81	1	2
10276	38	0	1
10277	73	0	1
10278	62	0	1
10279	55	0	1
10280	46	0	1
10281	56	0	1
10282	57	0	1
10283	56	0	1
10284	47	5	5
10285	77	0	1
10286	49	0	1
10287	67	2	0
10288	81	1	2
10289	39	0	1
10290	47	5	5
10291	81	0	1
10292	47	5	5
10293	78	0	1
10294	16	0	1
10295	53	3	3
10296	50	0	1
10297	53	0	1
10298	45	0	1
10299	35	0	1
10300	60	1	2
10301	38	0	1
10302	56	0	1
10303	48	0	1
10304	47	0	1
10305	56	6	1
10306	81	0	1
10307	49	0	1
10308	47	5	5
10309	49	0	1
10310	46	0	1
10311	53	3	3
10312	51	0	1
10313	64	2	0
10314	39	0	1
10315	50	0	1
10316	84	2	0
10317	50	0	1
10318	56	6	1
10319	68	0	1
10320	28	0	1
10321	48	0	1
10322	32	0	1
10323	49	0	1
10324	49	0	1
10325	81	2	0
10326	71	0	1
10327	43	0	1
10328	81	1	2
10329	22	0	1
10330	38	0	1
10331	80	0	1
10332	32	0	1
10333	47	4	4
10334	67	0	1
10335	55	1	2
10336	57	0	1
10337	58	0	1
10338	25	0	1
10339	42	0	1
10340	39	0	1
10341	39	0	1
10342	47	4	4
10343	56	0	1
10344	54	0	1
10345	56	0	1
10346	76	0	1
10347	53	0	1
10348	47	5	5
10349	51	0	1
10350	56	0	1
10351	43	0	1
10352	56	0	1
10353	74	2	0
10354	50	0	1
10355	50	0	1
10356	57	0	1
10357	50	0	1
10358	38	1	2
10359	47	5	5
10360	49	0	1
10361	49	0	1
10362	56	0	1
10363	59	1	2
10364	53	1	2
10365	53	0	1
10366	50	0	1
10367	47	5	5
10368	30	0	1
10369	56	1	2
10370	51	0	1
10371	57	0	1
10372	42	0	1
10373	43	0	1
10374	32	0	1
10375	81	1	2
10376	47	5	5
10377	57	0	1
10378	56	2	0
10379	46	0	1
10380	23	0	1
10381	47	5	5
10382	52	0	1
10383	63	0	1
10384	53	1	2
10385	56	6	1
10386	55	0	1
10387	32	0	1
10388	42	0	1
10389	49	0	1
10390	51	0	1
10391	39	0	1
10392	47	4	4
10393	44	0	1
10394	50	0	1
10395	52	0	1
10396	53	3	3
10397	50	0	1
10398	81	0	1
10399	47	4	4
10400	53	3	3
10401	81	0	1
10402	69	0	1
10403	55	6	1
10404	50	0	1
10405	20	0	1
10406	47	0	1
10407	56	0	1
10408	39	0	1
10409	25	0	1
10410	56	0	1
10411	56	6	1
10412	56	1	2
10413	34	0	1
10414	56	0	1
10415	53	3	3
10416	58	0	1
10417	38	0	1
10418	81	1	2
10419	47	5	5
10420	53	3	3
10421	68	1	2
10422	81	0	1
10423	81	1	2
10424	81	0	1
10425	81	1	2
10426	81	1	2
10427	32	0	1
10428	56	6	1
10429	44	0	1
10430	56	0	1
10431	38	0	1
10432	56	0	1
10433	56	6	1
10434	50	0	1
10435	43	0	1
10436	51	0	1
10437	81	1	2
10438	58	0	1
10439	81	0	1
10440	32	0	1
10441	81	0	1
10442	45	0	1
10443	47	5	5
10444	56	6	1
10445	53	3	3
10446	64	0	1
10447	50	0	1
10448	53	0	1
10449	55	6	1
10450	32	0	1
10451	53	3	3
10452	81	0	1
10453	57	0	1
10454	62	2	0
10455	50	0	1
10456	53	0	1
10457	76	2	0
10458	37	0	1
10459	81	0	1
10460	53	0	1
10461	51	0	6
10462	53	3	3
10463	63	0	1
10464	49	0	1
10465	50	0	1
10466	47	4	4
10467	81	1	2
10468	68	1	2
10469	24	0	1
10470	47	0	1
10471	57	0	1
10472	81	0	1
10473	47	0	1
10474	39	1	2
10475	49	0	1
10476	43	0	1
10477	49	0	1
10478	55	0	1
10479	49	0	1
10480	72	0	1
10481	47	0	1
10482	81	1	2
10483	32	0	1
10484	72	1	2
10485	59	0	1
10486	32	0	1
10487	53	3	3
10488	81	0	1
10489	52	0	1
10490	53	0	1
10491	53	0	1
10492	56	6	1
10493	61	1	2
10494	72	0	1
10495	53	3	3
10496	32	0	1
10497	81	0	1
10498	53	0	1
10499	56	0	1
10500	57	0	1
10501	81	1	2
10502	47	4	4
10503	44	0	1
10504	72	0	1
10505	54	0	1
10506	47	4	4
10507	81	0	1
10508	81	0	1
10509	67	0	1
10510	53	0	1
10511	81	0	1
10512	47	5	5
10513	42	1	2
10514	38	0	1
10515	64	0	1
10516	58	0	1
10517	56	0	1
10518	12	0	1
10519	76	1	2
10520	56	6	1
10521	19	0	1
10522	20	0	1
10523	53	0	1
10524	61	0	1
10525	49	0	1
10526	50	0	1
10527	56	6	1
10528	72	0	1
10529	47	4	4
10530	81	1	2
10531	50	0	1
10532	81	1	2
10533	49	0	1
10534	63	0	1
10535	47	4	4
10536	58	0	1
10537	62	1	2
10538	32	0	1
10539	50	0	1
10540	72	0	1
10541	76	1	2
10542	56	0	1
10543	81	1	2
10544	47	4	4
10545	72	0	1
10546	49	0	1
10547	81	0	1
10548	35	0	1
10549	49	0	1
10550	60	0	1
10551	57	0	1
10552	76	0	1
10553	81	1	2
10554	81	0	1
10555	47	5	5
10556	49	0	1
10557	56	6	1
10558	78	1	2
10559	37	0	1
10560	53	0	1
10561	53	0	1
10562	57	0	1
10563	47	5	5
10564	56	0	1
10565	47	5	5
10566	56	0	1
10567	48	0	1
10568	32	0	1
10569	56	0	1
10570	81	1	2
10571	76	1	2
10572	53	3	3
10573	62	2	0
10574	65	0	1
10575	47	5	5
10576	73	0	1
10577	67	0	1
10578	50	0	1
10579	53	0	1
10580	39	0	1
10581	32	0	1
10582	53	1	2
10583	47	5	5
10584	49	0	1
10585	74	0	1
10586	62	0	1
10587	49	0	1
10588	47	5	5
10589	51	0	6
10590	47	5	5
10591	81	1	2
10592	47	4	4
10593	71	2	0
10594	81	1	2
10595	45	0	1
10596	63	0	1
10597	22	0	1
10598	52	0	1
10599	52	2	0
10600	48	0	1
10601	39	0	1
10602	38	0	1
10603	51	0	1
10604	20	0	1
10605	81	2	0
10606	49	0	1
10607	39	0	1
10608	54	0	1
10609	81	0	1
10610	53	3	3
10611	56	6	1
10612	81	0	1
10613	34	0	1
10614	76	0	1
10615	50	0	1
10616	59	2	0
10617	49	0	1
10618	56	6	1
10619	53	0	1
10620	56	0	1
10621	49	0	1
10622	41	0	1
10623	56	6	1
10624	54	0	1
10625	66	0	1
10626	39	0	1
10627	44	0	1
10628	38	0	1
10629	46	0	1
10630	55	0	1
10631	44	0	1
10632	77	1	2
10633	59	0	1
10634	52	0	1
10635	64	0	1
10636	58	0	1
10637	53	0	1
10638	54	1	2
10639	38	0	1
10640	56	0	1
10641	53	0	1
10642	81	2	0
10643	51	0	1
10644	81	0	1
10645	67	0	1
10646	49	0	1
10647	51	0	6
10648	47	1	2
10649	24	0	1
10650	56	6	1
10651	46	0	1
10652	56	6	1
10653	49	0	1
10654	42	0	1
10655	45	0	1
10656	32	0	1
10657	56	0	1
10658	47	4	4
10659	50	1	2
10660	59	0	1
10661	47	4	4
10662	50	0	1
10663	81	1	2
10664	43	0	1
10665	33	0	1
10666	81	1	2
10667	76	1	2
10668	50	0	1
10669	56	6	1
10670	16	0	1
10671	56	0	1
10672	56	6	1
10673	32	0	1
10674	50	0	1
10675	49	0	1
10676	50	0	1
10677	56	0	1
10678	56	0	1
10679	71	0	1
10680	76	2	0
10681	81	1	2
10682	81	0	1
10683	56	1	2
10684	47	5	5
10685	59	0	1
10686	81	0	1
10687	52	0	1
10688	48	0	1
10689	51	0	1
10690	60	0	1
10691	50	0	1
10692	62	0	1
10693	50	0	1
10694	81	1	2
10695	81	0	1
10696	81	1	2
10697	56	0	1
10698	50	0	1
10699	58	0	1
10700	53	0	1
10701	53	3	3
10702	47	5	5
10703	70	0	1
10704	34	0	1
10705	42	0	1
10706	46	0	1
10707	32	0	1
10708	47	5	5
10709	47	4	4
10710	47	4	4
10711	54	0	1
10712	75	0	1
10713	50	0	1
10714	68	1	2
10715	50	0	1
10716	44	0	1
10717	47	5	5
10718	51	0	1
10719	53	0	1
10720	45	0	1
10721	73	0	1
10722	81	1	2
10723	53	0	1
10724	81	1	2
10725	53	0	1
10726	81	0	1
10727	54	0	1
10728	60	2	0
10729	81	0	1
10730	49	0	1
10731	78	1	2
10732	50	0	1
10733	56	0	1
10734	49	0	1
10735	47	4	4
10736	81	0	1
10737	46	2	0
10738	47	4	4
10739	52	2	0
10740	47	5	5
10741	54	0	1
10742	47	5	5
10743	56	6	1
10744	62	0	1
10745	67	0	1
10746	54	0	1
10747	47	4	4
10748	81	0	1
10749	54	0	1
10750	54	0	1
10751	75	0	1
10752	47	5	5
10753	47	0	1
10754	45	0	1
10755	81	1	2
10756	39	1	2
10757	53	3	3
10758	81	1	2
10759	56	0	1
10760	59	0	1
10761	81	2	0
10762	47	5	5
10763	72	0	1
10764	32	0	1
10765	56	6	1
10766	42	0	1
10767	81	0	1
10768	47	5	5
10769	40	0	1
10770	56	0	1
10771	51	0	1
10772	53	0	1
10773	49	0	1
10774	77	0	1
10775	51	0	1
10776	52	0	1
10777	72	0	1
10778	47	0	1
10779	50	0	1
10780	47	5	5
10781	49	0	1
10782	81	1	2
10783	63	0	1
10784	50	0	1
10785	38	1	2
10786	54	0	1
10787	46	0	1
10788	59	2	0
10789	53	0	1
10790	56	0	1
10791	55	0	1
10792	47	0	1
10793	56	0	1
10794	25	0	1
10795	72	0	1
10796	52	0	1
10797	53	3	3
10798	53	3	3
10799	56	6	1
10800	34	0	1
10801	76	2	0
10802	42	0	1
10803	81	0	1
10804	53	3	3
10805	78	0	1
10806	72	0	1
10807	73	0	1
10808	67	1	2
10809	39	0	1
10810	56	0	1
10811	45	0	1
10812	52	0	1
10813	49	0	1
10814	54	0	1
10815	51	0	6
10816	81	1	2
10817	49	0	1
10818	54	0	1
10819	32	0	1
10820	81	1	2
10821	43	0	1
10822	50	0	1
10823	44	0	1
10824	53	0	1
10825	32	0	1
10826	45	0	1
10827	52	0	1
10828	49	0	1
10829	66	0	1
10830	42	0	1
10831	41	0	1
10832	45	0	1
10833	47	0	1
10834	53	0	1
10835	81	1	2
10836	50	0	1
10837	56	0	1
10838	39	0	1
10839	39	0	1
10840	74	0	1
10841	49	0	1
10842	42	0	1
10843	54	0	1
10844	62	0	1
10845	56	6	1
10846	49	0	1
10847	34	0	1
10848	53	0	1
10849	27	0	1
10850	81	0	1
10851	47	0	1
10852	20	0	1
10853	53	3	3
10854	47	5	5
10855	38	0	1
10856	46	0	1
10857	50	0	1
10858	32	0	1
10859	35	0	1
10860	47	0	1
10861	40	0	1
10862	81	0	1
10863	62	0	1
10864	12	0	1
10865	76	2	0
10866	63	0	1
10867	47	4	4
10868	47	5	5
10869	63	0	1
10870	49	0	1
10871	60	0	1
10872	59	0	1
10873	47	1	2
10874	41	0	1
10875	59	0	1
10876	62	1	2
10877	32	0	1
10878	54	0	1
10879	56	0	1
10880	53	0	1
10881	61	2	0
10882	56	0	1
10883	47	4	4
10884	51	0	6
10885	39	0	1
10886	32	0	1
10887	51	0	1
10888	51	0	6
10889	50	0	1
10890	32	0	1
10891	56	6	1
10892	73	0	1
10893	62	0	1
10894	20	0	1
10895	38	0	1
10896	74	0	1
10897	56	0	1
10898	47	5	5
10899	32	0	1
10900	56	6	1
10901	45	0	1
10902	24	0	1
10903	49	0	1
10904	53	3	3
10905	49	0	1
10906	56	0	1
10907	47	5	5
10908	81	0	1
10909	42	0	1
10910	54	0	1
10911	53	0	1
10912	47	4	4
10913	47	4	4
10914	47	4	4
10915	59	2	0
10916	56	0	1
10917	70	0	1
10918	28	0	1
10919	47	5	5
10920	74	1	2
10921	60	0	1
10922	66	0	1
10923	67	0	1
10924	37	0	1
10925	53	3	3
10926	21	0	1
10927	51	0	1
10928	53	3	3
10929	51	0	1
10930	47	0	1
10931	78	2	0
10932	58	0	1
10933	49	1	2
10934	72	0	1
10935	47	5	5
10936	72	0	1
10937	44	0	1
10938	56	6	1
10939	75	0	1
10940	74	0	1
10941	61	0	1
10942	47	5	5
10943	53	0	1
10944	72	0	1
10945	47	5	5
10946	51	0	1
10947	51	0	6
10948	56	0	1
10949	81	2	0
10950	47	5	5
10951	50	0	1
10952	54	1	2
10953	68	0	1
10954	71	0	1
10955	81	0	1
10956	81	0	1
10957	64	0	1
10958	55	0	1
10959	69	0	1
10960	32	0	1
10961	67	0	1
10962	56	0	1
10963	46	0	1
10964	32	0	1
10965	43	0	1
10966	67	0	1
10967	49	1	2
10968	39	0	1
10969	43	0	1
10970	76	1	2
10971	62	0	1
10972	47	4	4
10973	53	0	1
10974	81	1	2
10975	58	0	1
