Index	Most often style	Spectral Clustering	Aglomerative Clustering	K-means
4848	78	4	0	1
4849	59	3	3	5
4850	52	6	2	6
4851	56	3	3	5
4852	49	0	0	0
4853	56	0	6	3
4854	81	0	0	0
4855	44	3	3	5
4856	81	0	0	0
4857	26	3	3	5
4858	51	6	2	6
4859	50	6	2	6
4860	49	3	4	2
4861	49	6	2	6
4862	67	3	4	2
4863	49	6	2	6
4864	51	6	2	6
4865	60	0	1	4
4866	64	3	4	2
4867	75	0	0	0
4868	40	3	3	5
4869	53	6	2	6
4870	74	4	0	1
4871	47	6	2	6
4872	81	0	0	0
4873	51	6	2	6
4874	72	3	4	2
4875	53	6	2	6
4876	41	3	3	2
4877	58	6	2	1
4878	50	6	2	6
4879	48	3	3	5
4880	56	6	2	1
4881	64	3	4	2
4882	51	6	2	6
4883	42	4	0	1
4884	56	3	3	5
4885	53	5	2	6
4886	45	5	5	1
4887	53	6	2	6
4888	80	0	1	0
4889	49	5	2	6
4890	53	5	5	1
4891	53	0	0	0
4892	47	3	3	5
4893	48	3	3	5
4894	50	6	2	1
4895	57	0	1	4
4896	81	0	6	3
4897	32	3	3	5
4898	78	4	0	1
4899	62	3	4	2
4900	62	6	2	1
4901	45	3	4	2
4902	56	4	0	1
4903	56	6	2	6
4904	50	3	1	4
4905	61	0	0	0
4906	81	0	0	0
4907	47	3	3	5
4908	69	3	1	4
4909	50	6	2	6
4910	47	6	2	6
4911	81	0	0	0
4912	52	6	2	6
4913	53	0	0	0
4914	81	3	1	4
4915	76	0	1	4
4916	50	6	2	6
4917	53	3	3	5
4918	69	0	0	0
4919	53	6	2	6
4920	53	6	2	6
4921	47	3	3	5
4922	45	3	3	5
4923	46	3	4	2
4924	66	3	1	4
4925	44	3	3	5
4926	59	3	4	2
4927	76	0	1	4
4928	51	6	2	6
4929	53	5	5	1
4930	38	3	1	4
4931	56	0	1	4
4932	55	4	0	1
4933	47	3	3	5
4934	50	0	1	4
4935	53	6	2	6
4936	47	6	2	6
4937	56	6	2	6
4938	20	3	1	5
4939	49	6	2	6
4940	47	3	4	2
4941	56	0	1	4
4942	74	4	0	0
4943	50	6	2	6
4944	49	3	4	2
4945	50	3	4	2
4946	49	5	5	1
4947	79	0	0	0
4948	50	6	2	6
4949	39	3	4	2
4950	55	3	3	5
4951	53	6	2	6
4952	47	3	1	5
4953	50	6	2	6
4954	56	3	4	2
4955	70	0	1	2
4956	81	4	0	1
4957	43	3	4	2
4958	56	6	2	6
4959	58	4	2	1
4960	47	3	3	5
4961	53	6	2	6
4962	47	3	4	2
4963	51	6	2	6
4964	47	3	1	2
4965	47	3	3	5
4966	57	3	4	2
4967	49	5	5	1
4968	49	4	2	1
4969	51	6	2	6
4970	48	3	1	4
4971	53	6	2	6
4972	54	6	2	6
4973	74	4	0	1
4974	51	6	2	6
4975	49	3	1	2
4976	50	6	2	6
4977	70	4	0	1
4978	47	6	2	6
4979	53	6	2	6
4980	45	0	0	0
4981	45	3	3	5
4982	56	3	3	5
4983	60	3	3	5
4984	81	0	6	3
4985	50	6	2	1
4986	49	5	5	1
4987	53	6	2	6
4988	81	0	0	0
4989	47	6	2	6
4990	47	6	2	6
4991	31	3	1	4
4992	45	3	4	4
4993	56	6	2	6
4994	53	3	3	5
4995	47	5	5	1
4996	50	5	5	1
4997	81	0	0	0
4998	70	0	6	3
4999	42	0	0	0
5000	50	0	0	0
5001	81	0	0	0
5002	47	6	2	6
5003	49	6	2	6
5004	42	3	3	5
5005	76	0	0	0
5006	47	6	2	6
5007	38	3	1	4
5008	56	6	2	6
5009	68	0	1	4
5010	37	3	3	5
5011	49	5	5	1
5012	50	0	1	4
5013	72	4	0	1
5014	51	6	2	6
5015	56	3	3	5
5016	47	0	0	0
5017	53	6	2	6
5018	53	5	5	1
5019	49	6	2	6
5020	56	5	5	1
5021	54	5	5	1
5022	47	3	1	4
5023	63	3	4	2
5024	47	6	2	6
5025	46	3	1	4
5026	77	0	1	0
5027	57	0	1	4
5028	58	4	0	1
5029	50	3	1	2
5030	51	3	3	5
5031	37	3	3	5
5032	47	3	3	5
5033	32	3	3	5
5034	32	3	3	5
5035	51	6	2	6
5036	57	0	1	4
5037	72	3	4	2
5038	57	0	1	2
5039	76	4	0	1
5040	47	6	2	6
5041	50	6	2	6
5042	72	0	0	0
5043	53	6	2	1
5044	47	3	3	5
5045	72	3	4	2
5046	51	3	1	5
5047	43	3	4	2
5048	56	3	1	4
5049	48	6	2	6
5050	63	3	1	4
5051	56	6	2	6
5052	81	0	0	0
5053	53	3	4	2
5054	57	6	2	6
5055	50	3	3	5
5056	80	0	1	2
5057	64	0	0	0
5058	51	6	2	6
5059	49	3	3	5
5060	43	3	4	2
5061	47	6	2	6
5062	44	3	3	5
5063	73	0	6	3
5064	32	3	3	5
5065	51	3	1	5
5066	57	3	4	2
5067	45	3	4	2
5068	49	6	2	6
5069	45	3	3	5
5070	71	5	5	1
5071	66	3	4	2
5072	67	3	3	5
5073	53	6	2	6
5074	54	3	4	2
5075	54	3	4	2
5076	41	3	1	4
5077	68	3	4	2
5078	41	3	3	5
5079	47	3	1	4
5080	51	5	5	1
5081	73	3	1	4
5082	64	3	4	2
5083	47	6	2	6
5084	47	6	2	6
5085	68	0	0	0
5086	56	6	2	6
5087	39	0	1	0
5088	63	0	1	2
5089	39	3	1	4
5090	54	3	3	5
5091	51	3	4	2
5092	73	4	0	1
5093	69	0	1	4
5094	51	6	2	6
5095	56	3	3	5
5096	56	3	3	5
5097	59	6	2	6
5098	53	6	2	6
5099	81	0	1	0
5100	47	3	3	2
5101	51	6	2	6
5102	59	0	1	3
5103	38	0	1	4
5104	20	3	4	2
5105	57	3	3	5
5106	71	3	4	2
5107	50	5	5	1
5108	45	0	1	4
5109	60	0	0	0
5110	58	3	4	2
5111	79	0	0	0
5112	67	3	1	2
5113	54	6	2	1
5114	44	3	3	5
5115	51	6	2	6
5116	26	3	3	5
5117	72	3	4	2
5118	35	3	1	2
5119	42	0	1	4
5120	72	3	4	2
5121	56	6	2	6
5122	46	0	1	4
5123	58	4	0	1
5124	79	0	1	0
5125	46	3	3	5
5126	56	3	3	5
5127	43	0	1	0
5128	47	3	4	2
5129	55	6	2	6
5130	42	3	1	4
5131	73	0	6	3
5132	54	0	0	0
5133	53	6	2	6
5134	53	5	5	1
5135	81	0	0	0
5136	58	3	4	2
5137	47	6	2	6
5138	47	3	3	5
5139	67	3	4	2
5140	45	3	4	2
5141	58	3	1	4
5142	50	3	3	5
5143	50	6	2	6
5144	45	3	4	2
5145	38	0	1	4
5146	58	3	4	2
5147	72	3	4	2
5148	53	5	5	1
5149	49	0	1	0
5150	56	6	2	1
5151	33	3	4	2
5152	67	3	4	2
5153	32	3	3	5
5154	81	0	1	0
5155	47	3	4	2
5156	53	6	2	6
5157	58	3	1	4
5158	73	0	1	4
5159	53	3	4	2
5160	52	6	2	6
5161	63	0	0	0
5162	47	3	3	5
5163	52	5	5	1
5164	50	6	2	6
5165	67	3	4	4
5166	62	0	1	0
5167	81	0	0	0
5168	47	6	2	6
5169	53	3	4	2
5170	66	3	4	2
5171	49	3	4	2
5172	49	6	2	6
5173	81	0	6	3
5174	54	3	1	4
5175	81	0	6	3
5176	58	3	3	5
5177	51	6	2	6
5178	39	3	3	5
5179	81	0	0	0
5180	79	0	0	0
5181	72	5	5	1
5182	81	4	0	1
5183	55	3	1	4
5184	50	6	2	6
5185	32	3	3	5
5186	64	0	1	4
5187	56	3	3	5
5188	34	3	3	5
5189	72	0	1	4
5190	47	6	2	6
5191	58	0	0	0
5192	68	3	1	4
5193	51	6	2	1
5194	81	0	0	0
5195	51	0	1	0
5196	75	0	1	0
5197	52	0	1	4
5198	54	3	3	5
5199	51	3	3	5
5200	72	0	1	0
5201	62	0	0	0
5202	81	4	0	1
5203	53	3	4	2
5204	62	3	4	2
5205	56	3	4	2
5206	47	6	2	6
5207	40	3	1	4
5208	56	3	3	5
5209	47	6	2	6
5210	48	6	2	6
5211	46	3	3	5
5212	47	6	2	6
5213	32	3	3	5
5214	53	3	3	5
5215	56	3	4	2
5216	49	6	2	6
5217	45	3	1	5
5218	45	3	4	4
5219	49	0	1	4
5220	64	3	3	5
5221	53	3	4	2
5222	81	0	6	3
5223	51	6	2	1
5224	59	3	3	5
5225	48	6	2	6
5226	20	3	4	2
5227	56	0	1	4
5228	55	3	3	5
5229	81	0	6	3
5230	81	0	6	3
5231	32	3	1	4
5232	57	3	1	2
5233	56	3	3	5
5234	59	3	1	4
5235	52	6	2	6
5236	53	6	2	6
5237	53	6	2	6
5238	81	0	6	3
5239	47	6	2	6
5240	45	3	4	2
5241	35	3	4	2
5242	32	3	3	5
5243	72	0	1	0
5244	38	3	1	4
5245	64	3	4	2
5246	42	0	0	0
5247	71	0	0	0
5248	51	6	2	1
5249	42	0	0	0
5250	49	6	2	6
5251	53	6	2	6
5252	72	4	2	1
5253	47	6	2	6
5254	55	0	1	4
5255	81	0	0	0
5256	50	6	2	1
5257	47	3	3	5
5258	54	6	2	6
5259	53	6	2	6
5260	50	0	1	4
5261	53	3	3	5
5262	56	4	0	1
5263	53	6	2	1
5264	53	6	2	6
5265	63	3	1	4
5266	56	6	2	6
5267	54	4	0	0
5268	53	6	2	6
5269	58	6	2	6
5270	69	5	5	1
5271	57	3	1	4
5272	47	3	1	4
5273	63	0	0	0
5274	50	3	4	2
5275	56	6	2	6
5276	81	4	0	0
5277	50	3	3	5
5278	67	3	3	5
5279	51	6	2	6
5280	51	0	0	0
5281	49	5	5	1
5282	79	0	0	0
5283	49	0	0	0
5284	47	3	3	5
5285	58	3	1	2
5286	46	3	4	2
5287	38	3	4	2
5288	47	6	2	6
5289	57	3	4	2
5290	56	3	3	5
5291	20	3	1	4
5292	56	3	4	2
5293	53	5	5	1
5294	55	6	2	6
5295	49	4	0	1
5296	47	3	4	5
5297	45	3	3	5
5298	70	0	1	2
5299	47	6	2	6
5300	65	0	0	0
5301	45	0	1	4
5302	47	6	2	6
5303	81	0	0	0
5304	56	6	2	1
5305	53	6	2	6
5306	33	3	4	2
5307	49	5	5	1
5308	61	0	1	0
5309	65	0	1	4
5310	47	6	2	6
5311	58	0	1	4
5312	46	3	1	4
5313	47	6	2	6
5314	41	3	3	5
5315	72	0	1	0
5316	53	5	5	1
5317	60	3	4	2
5318	53	6	2	6
5319	53	6	2	6
5320	28	3	3	5
5321	53	6	2	6
5322	21	0	1	4
5323	79	0	0	0
5324	53	5	5	1
5325	53	6	2	6
5326	79	3	4	2
5327	57	0	0	0
5328	41	3	4	2
5329	56	3	3	5
5330	57	3	1	4
5331	50	5	2	6
5332	32	3	4	2
5333	26	3	3	5
5334	47	3	1	4
5335	56	0	1	4
5336	60	3	3	5
5337	53	6	2	6
5338	41	3	3	5
5339	49	6	2	6
5340	74	3	4	2
5341	46	3	4	2
5342	32	3	3	5
5343	47	6	2	6
5344	56	6	2	6
5345	81	0	0	0
5346	81	0	0	0
5347	81	0	0	0
5348	16	0	1	0
5349	56	6	2	6
5350	56	3	1	2
5351	50	6	2	6
5352	56	6	2	6
5353	56	3	3	5
5354	49	6	2	6
5355	53	6	2	6
5356	77	3	4	2
5357	45	3	4	2
5358	58	3	4	4
5359	49	6	2	1
5360	57	3	4	4
5361	52	3	1	4
5362	56	3	3	5
5363	74	4	0	1
5364	49	3	3	5
5365	45	3	4	2
5366	67	3	4	2
5367	62	3	4	2
5368	51	3	1	4
5369	50	6	2	6
5370	48	3	3	5
5371	44	3	3	5
5372	42	0	1	4
5373	56	6	2	6
5374	53	3	1	4
5375	49	3	4	2
5376	64	3	4	2
5377	76	0	1	4
5378	56	3	3	5
5379	32	3	3	5
5380	49	6	2	1
5381	53	6	2	6
5382	41	3	4	2
5383	80	3	1	2
5384	48	6	2	6
5385	56	3	3	5
5386	58	3	1	4
5387	74	3	1	2
5388	53	3	3	5
5389	20	3	4	2
5390	45	3	3	5
5391	69	0	0	0
5392	51	5	5	1
5393	47	3	1	4
5394	46	3	4	2
5395	47	3	3	5
5396	49	3	4	2
5397	47	3	1	4
5398	56	6	2	6
5399	72	0	1	0
5400	69	3	4	2
5401	32	0	1	4
5402	81	0	0	0
5403	48	3	3	5
5404	56	6	2	6
5405	49	0	1	4
5406	47	3	4	2
5407	76	0	1	3
5408	56	3	1	5
5409	32	0	0	0
5410	63	3	1	5
5411	59	4	0	1
5412	57	3	3	5
5413	73	0	1	4
5414	53	3	4	2
5415	79	0	0	0
5416	57	3	4	2
5417	64	0	0	0
5418	81	0	1	4
5419	72	5	5	1
5420	46	6	2	6
5421	51	6	2	6
5422	81	4	0	0
5423	72	5	5	1
5424	81	0	0	0
5425	44	3	4	2
5426	39	3	3	5
5427	81	0	0	0
5428	47	6	2	6
5429	47	3	4	2
5430	53	6	2	6
5431	55	3	3	5
5432	53	6	2	6
5433	72	3	4	2
5434	50	3	1	4
5435	81	0	0	0
5436	49	5	5	1
5437	33	3	4	2
5438	53	5	5	1
5439	49	6	2	6
5440	58	6	2	1
5441	49	6	2	6
5442	49	6	2	6
5443	74	3	1	4
5444	49	3	4	2
5445	81	0	0	0
5446	49	3	3	5
5447	80	0	0	0
5448	56	3	1	5
5449	56	6	2	6
5450	66	0	0	0
5451	63	3	1	4
5452	67	0	1	0
5453	53	6	2	1
5454	58	3	1	4
5455	50	3	4	2
5456	81	0	0	0
5457	84	0	1	0
5458	56	3	3	5
5459	76	0	0	0
5460	50	3	3	5
5461	56	3	1	4
5462	81	0	0	0
5463	53	6	2	6
5464	77	4	0	0
5465	44	0	0	0
5466	47	3	4	2
5467	50	5	5	1
5468	67	3	4	5
5469	56	3	1	4
5470	56	6	2	6
5471	72	3	4	2
5472	53	3	4	2
5473	45	4	2	1
5474	42	3	4	4
5475	63	3	3	2
5476	60	0	1	4
5477	56	5	5	6
5478	76	4	0	1
5479	47	3	4	4
5480	49	3	4	2
5481	53	6	2	6
5482	49	0	1	4
5483	50	6	2	6
5484	81	0	6	3
5485	56	3	3	5
5486	42	0	1	4
5487	81	0	0	0
5488	81	0	6	3
5489	42	3	3	5
5490	56	5	5	1
5491	8	0	1	0
5492	81	0	0	0
5493	47	0	1	4
5494	56	3	1	5
5495	56	6	2	6
5496	48	3	3	2
5497	42	3	1	4
5498	53	6	2	6
5499	39	3	3	5
5500	58	3	1	4
5501	72	3	4	2
5502	76	0	6	3
5503	56	3	3	5
5504	48	0	1	4
5505	47	3	3	5
5506	38	3	3	5
5507	81	3	1	2
5508	44	3	3	5
5509	22	0	1	4
5510	56	5	5	1
5511	56	6	2	1
5512	38	3	1	4
5513	53	6	2	6
5514	31	0	1	4
5515	63	6	2	1
5516	47	3	3	5
5517	47	6	2	1
5518	50	6	2	6
5519	47	3	3	5
5520	57	3	4	2
5521	53	5	5	1
5522	49	3	1	4
5523	58	3	1	4
5524	47	3	3	5
5525	53	0	1	0
5526	32	0	1	4
5527	49	0	1	2
5528	58	4	0	1
5529	44	3	3	5
5530	41	3	1	4
5531	51	3	1	4
5532	58	0	0	0
5533	47	6	2	6
5534	80	3	4	2
5535	53	0	1	0
5536	52	5	5	1
5537	23	3	4	2
5538	50	6	2	6
5539	51	3	3	5
5540	38	3	3	5
5541	56	6	2	6
5542	56	3	4	2
5543	56	6	2	1
5544	49	3	3	5
5545	59	4	0	1
5546	47	3	3	5
5547	53	6	2	1
5548	49	3	4	2
5549	54	3	3	2
5550	69	3	1	4
5551	49	3	4	2
5552	56	3	3	5
5553	58	3	3	2
5554	47	6	2	6
5555	53	0	1	0
5556	49	5	5	1
5557	53	3	4	2
5558	32	3	3	5
5559	42	0	1	4
5560	38	3	3	5
5561	44	3	3	5
5562	45	5	5	1
5563	43	3	4	2
5564	81	0	6	3
5565	69	0	1	4
5566	47	3	3	5
5567	53	3	4	2
5568	56	6	2	6
5569	56	3	3	5
5570	56	3	3	5
5571	47	6	2	6
5572	76	0	0	0
5573	18	3	3	5
5574	58	4	0	1
5575	81	0	0	0
5576	32	0	6	3
5577	51	0	0	0
5578	37	3	4	2
5579	56	3	3	5
5580	58	0	0	0
5581	43	3	3	5
5582	8	0	1	4
5583	49	6	2	6
5584	32	3	3	5
5585	49	3	4	2
5586	47	3	3	2
5587	81	0	1	3
5588	74	0	1	0
5589	81	4	0	1
5590	81	3	1	4
5591	38	0	0	0
5592	53	3	3	5
5593	55	4	0	1
5594	87	3	1	2
5595	81	4	0	0
5596	50	3	3	5
5597	56	6	2	6
5598	47	3	3	5
5599	32	3	3	5
5600	15	3	3	5
5601	50	0	1	4
5602	51	6	2	6
5603	61	3	4	2
5604	60	6	2	1
5605	36	3	3	5
5606	53	6	2	6
5607	72	3	4	2
5608	81	0	1	0
5609	53	3	4	2
5610	56	3	4	2
5611	79	0	0	3
5612	46	0	0	0
5613	56	6	2	1
5614	81	0	0	0
5615	73	3	4	2
5616	19	3	3	5
5617	58	6	2	6
5618	47	3	3	5
5619	38	3	1	5
5620	43	4	0	1
5621	50	0	1	4
5622	70	3	4	2
5623	30	3	4	2
5624	50	6	2	6
5625	52	3	3	2
5626	50	6	2	6
5627	16	0	6	3
5628	81	0	0	0
5629	52	4	0	1
5630	52	6	2	6
5631	59	3	3	5
5632	50	0	1	4
5633	31	0	1	4
5634	54	6	2	1
5635	56	3	3	5
5636	42	3	3	5
5637	46	3	4	2
5638	84	0	1	0
5639	43	3	4	2
5640	78	0	1	0
5641	81	0	1	0
5642	43	0	1	4
5643	42	0	1	4
5644	58	0	1	0
5645	47	6	2	6
5646	81	0	1	4
5647	26	3	3	5
5648	46	0	1	4
5649	38	3	3	5
5650	25	0	1	4
5651	70	3	1	2
5652	47	0	0	0
5653	69	0	1	4
5654	47	3	3	5
5655	42	3	3	5
5656	50	6	2	6
5657	50	4	2	1
5658	47	6	2	6
5659	81	0	1	0
5660	87	3	1	2
5661	52	3	4	2
5662	56	6	2	6
5663	60	0	1	0
5664	49	5	5	1
5665	47	3	3	5
5666	57	6	2	1
5667	47	6	2	6
5668	49	6	2	6
5669	62	3	4	2
5670	57	3	1	4
5671	47	3	3	5
5672	47	3	3	5
5673	45	0	0	0
5674	47	3	3	5
5675	50	6	2	6
5676	50	3	3	5
5677	11	0	1	4
5678	52	5	5	1
5679	49	5	5	1
5680	76	0	1	3
5681	45	3	4	2
5682	54	0	1	4
5683	47	3	1	5
5684	56	3	1	4
5685	41	3	4	2
5686	57	3	1	2
5687	47	3	1	5
5688	70	4	0	1
5689	84	0	1	0
5690	56	3	3	5
5691	80	0	1	0
5692	51	3	1	5
5693	56	6	2	6
5694	72	3	4	2
5695	58	4	2	1
5696	59	3	1	4
5697	81	0	0	0
5698	81	0	1	0
5699	78	0	0	0
5700	51	0	1	4
5701	32	3	3	5
5702	54	3	1	2
5703	51	6	2	1
5704	32	3	3	5
5705	47	3	3	5
5706	51	6	2	6
5707	21	3	4	2
5708	63	0	1	4
5709	53	3	3	5
5710	46	3	3	5
5711	32	3	4	2
5712	41	3	4	2
5713	54	3	3	5
5714	51	6	2	6
5715	32	3	3	5
5716	72	3	4	2
5717	27	3	4	2
5718	61	0	1	4
5719	81	0	1	4
5720	80	0	1	0
5721	67	3	3	5
5722	67	0	1	4
5723	50	3	4	2
5724	51	3	1	4
5725	72	0	0	0
5726	54	0	0	0
5727	52	3	3	5
5728	56	3	3	5
5729	56	3	4	4
5730	47	6	2	6
5731	81	0	6	3
5732	50	3	4	4
5733	47	3	4	2
5734	72	5	5	1
5735	55	5	5	1
5736	57	3	4	2
5737	78	0	1	4
5738	50	6	2	6
5739	39	3	3	5
5740	5	0	0	0
5741	47	3	3	5
5742	81	0	6	3
5743	50	6	2	6
5744	47	3	3	5
5745	67	5	5	1
5746	47	6	2	6
5747	56	3	3	5
5748	53	6	2	1
5749	53	6	2	6
5750	67	3	3	5
5751	81	0	6	3
5752	81	1	6	3
5753	56	3	3	5
5754	64	0	1	4
5755	42	3	1	4
5756	47	3	3	5
5757	28	3	4	2
5758	81	4	0	0
5759	56	3	4	2
5760	72	3	4	2
5761	56	3	3	5
5762	57	3	4	2
5763	49	3	3	5
5764	47	3	3	5
5765	62	4	0	0
5766	72	3	4	2
5767	46	3	4	2
5768	50	6	2	6
5769	53	6	2	6
5770	72	3	1	2
5771	53	6	2	6
5772	32	3	4	2
5773	58	3	1	4
5774	39	3	3	5
5775	81	0	1	0
5776	46	3	1	4
5777	58	6	2	1
5778	53	6	2	6
5779	67	0	0	0
5780	53	6	2	1
5781	58	6	2	1
5782	42	0	1	4
5783	81	0	6	3
5784	49	6	2	6
5785	47	6	2	6
5786	67	3	4	2
5787	57	6	2	6
5788	67	3	3	5
5789	53	5	5	1
5790	51	5	5	1
5791	30	3	4	2
5792	70	5	5	1
5793	62	0	1	0
5794	32	3	3	5
5795	45	3	3	5
5796	49	3	1	4
5797	67	0	1	4
5798	47	3	4	2
5799	53	6	2	1
5800	72	3	4	2
5801	67	0	0	0
5802	53	6	2	6
5803	51	6	2	6
5804	32	3	3	5
5805	39	0	1	4
5806	56	3	3	5
5807	81	0	0	0
5808	64	3	4	2
5809	81	0	0	0
5810	49	3	3	5
5811	51	5	5	1
5812	51	6	2	6
5813	57	0	1	4
5814	81	0	0	0
5815	50	3	4	2
5816	67	3	3	2
5817	76	0	1	0
5818	53	5	5	1
5819	56	3	1	5
5820	37	3	4	2
5821	44	3	3	5
5822	49	6	2	6
5823	47	3	3	5
5824	46	0	1	4
5825	51	6	2	6
5826	51	0	1	4
5827	14	3	4	2
5828	65	3	1	4
5829	78	4	0	1
5830	50	4	2	1
5831	48	0	6	3
5832	42	3	1	4
5833	53	6	2	6
5834	56	3	1	4
5835	39	3	3	5
5836	47	3	3	5
5837	56	6	2	6
5838	57	3	1	4
5839	49	3	1	2
5840	63	0	1	4
5841	43	3	4	2
5842	39	3	4	2
5843	53	5	5	1
5844	52	4	2	1
5845	51	3	3	5
5846	47	6	2	6
5847	50	6	2	6
5848	53	4	0	1
5849	81	0	1	4
5850	56	6	2	6
5851	71	0	1	4
5852	57	0	0	0
5853	47	3	1	5
5854	50	6	2	6
5855	52	3	3	5
5856	17	3	4	2
5857	47	3	3	5
5858	72	4	0	1
5859	81	0	0	0
5860	38	3	3	5
5861	79	0	1	2
5862	47	3	3	5
5863	47	3	3	5
5864	54	3	3	5
5865	49	3	4	2
5866	53	6	2	6
5867	58	0	0	0
5868	43	3	3	5
5869	47	6	2	6
5870	49	6	2	6
5871	49	5	5	1
5872	53	6	2	6
5873	59	0	0	0
5874	49	0	1	4
5875	56	6	2	6
5876	50	6	2	6
5877	50	3	1	4
5878	47	6	2	6
5879	47	3	3	5
5880	52	3	4	2
5881	54	0	0	0
5882	50	3	3	5
5883	47	3	1	4
5884	53	5	5	1
5885	69	3	4	2
5886	56	3	4	2
5887	57	3	1	4
5888	58	4	0	1
5889	69	0	1	0
5890	39	3	3	5
5891	67	0	1	2
5892	29	3	3	5
5893	56	6	2	6
5894	57	3	4	2
5895	49	6	2	6
5896	70	0	1	4
5897	45	3	3	5
5898	38	3	3	5
5899	47	3	3	5
5900	73	3	4	2
5901	57	0	1	4
5902	53	6	2	6
5903	79	0	1	2
5904	72	0	1	4
5905	76	0	0	0
5906	48	6	2	6
5907	56	3	3	5
5908	56	3	3	5
5909	57	6	2	6
5910	45	0	0	0
5911	81	0	0	0
5912	47	3	3	5
5913	20	3	4	2
5914	68	3	1	4
5915	46	3	1	4
5916	36	3	3	5
5917	51	3	3	5
5918	53	6	2	6
5919	47	3	3	5
5920	53	3	4	2
5921	32	3	1	5
5922	50	6	2	6
5923	41	3	4	2
5924	67	5	5	1
5925	51	0	1	4
5926	44	3	3	5
5927	53	6	2	1
5928	51	5	5	1
5929	38	3	3	5
5930	56	6	2	1
5931	56	3	1	4
5932	79	0	1	0
5933	78	4	0	0
5934	67	0	1	2
5935	47	3	1	5
5936	46	3	3	5
5937	81	0	0	0
5938	74	4	0	0
5939	34	3	4	2
5940	78	0	0	0
5941	39	0	0	0
5942	62	3	4	2
5943	51	6	2	6
5944	51	6	2	6
5945	62	3	3	5
5946	76	0	0	0
5947	52	6	2	1
5948	73	4	0	1
5949	53	3	1	4
5950	81	0	0	0
5951	47	6	2	6
5952	56	3	3	5
5953	52	3	3	5
5954	67	0	1	4
5955	51	6	2	6
5956	81	0	6	3
5957	54	3	1	4
5958	53	5	5	1
5959	33	3	3	5
5960	47	3	4	2
5961	56	3	3	5
5962	53	6	2	6
5963	60	0	0	0
5964	57	6	2	6
5965	38	3	1	4
5966	53	3	4	2
5967	53	3	4	2
5968	45	0	1	4
5969	49	0	0	0
5970	54	6	2	1
5971	47	3	3	5
5972	80	0	1	4
5973	38	3	4	2
5974	61	3	1	5
5975	72	0	6	3
5976	31	3	4	2
5977	53	6	2	6
5978	81	4	0	0
5979	81	0	6	3
5980	51	6	2	6
5981	32	3	3	5
5982	81	0	0	0
5983	56	5	5	1
5984	55	4	2	1
5985	50	6	2	6
5986	47	3	3	5
5987	51	6	2	6
5988	62	4	0	1
5989	48	6	2	6
5990	48	6	2	6
5991	49	6	2	6
5992	47	6	2	6
5993	40	0	1	4
5994	37	3	3	5
5995	50	3	1	4
5996	68	0	1	2
5997	71	3	4	2
5998	47	3	3	5
5999	47	6	2	1
6000	16	0	6	3
6001	44	3	3	2
6002	81	0	1	0
6003	50	3	3	5
6004	38	3	3	5
6005	39	3	3	5
6006	51	3	3	5
6007	47	3	4	2
6008	47	6	2	6
6009	49	6	2	6
6010	47	6	2	6
6011	38	3	4	2
6012	53	6	2	6
6013	45	3	4	4
6014	46	5	5	1
6015	81	0	0	0
6016	50	6	2	6
6017	71	3	1	2
6018	54	3	1	5
6019	48	3	3	5
6020	56	6	2	6
6021	57	0	0	0
6022	53	3	4	2
6023	39	3	3	5
6024	81	0	0	0
6025	54	0	0	0
6026	81	0	1	0
6027	72	3	4	2
6028	49	6	2	1
6029	53	6	2	6
6030	81	0	1	0
6031	72	3	4	2
6032	49	5	5	1
6033	56	6	2	1
6034	56	3	1	4
6035	51	5	5	1
6036	51	6	2	6
6037	69	3	3	2
6038	56	6	2	6
6039	53	6	2	6
6040	47	6	2	6
6041	32	0	0	0
6042	63	3	4	2
6043	49	6	2	1
6044	56	6	2	1
6045	81	0	6	3
6046	53	6	2	6
6047	53	3	3	5
6048	57	4	2	1
6049	49	4	0	0
6050	81	0	0	0
6051	72	3	4	2
6052	49	0	1	0
6053	71	3	4	2
6054	48	3	3	5
6055	47	6	2	6
6056	47	3	4	2
6057	51	6	2	6
6058	56	3	1	5
6059	30	0	1	4
6060	81	0	0	0
6061	50	0	1	4
6062	58	3	3	5
6063	38	3	1	4
6064	47	6	2	6
6065	61	0	1	0
6066	56	6	2	6
6067	32	3	3	5
6068	58	3	4	2
6069	81	0	0	0
6070	73	0	1	0
6071	51	3	4	4
6072	53	6	2	6
6073	60	3	3	5
6074	56	6	2	1
6075	18	3	1	4
6076	57	5	5	1
6077	63	3	3	5
6078	48	5	5	1
6079	39	3	1	5
6080	50	3	1	4
6081	57	4	0	1
6082	50	6	2	6
6083	81	0	6	3
6084	64	3	3	5
6085	71	0	0	0
6086	81	0	0	0
6087	48	3	3	5
6088	81	0	0	0
6089	81	0	1	0
6090	71	4	0	1
6091	81	0	0	0
6092	53	6	2	6
6093	35	0	1	4
6094	58	0	6	3
6095	57	3	3	5
6096	50	3	3	5
6097	72	3	4	2
6098	56	0	1	4
6099	47	3	3	5
6100	58	0	0	0
6101	56	3	4	2
6102	62	5	5	1
6103	62	3	1	2
6104	56	3	3	5
6105	68	0	6	3
6106	50	6	2	6
6107	81	0	0	0
6108	38	3	1	4
6109	37	3	4	2
6110	50	6	2	6
6111	81	0	1	0
6112	50	6	2	1
6113	68	0	1	4
6114	54	3	3	5
6115	56	3	3	5
6116	76	0	1	3
